date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C
2019-10-30,long,403,3178,130432,157,1602,104583,8,49,2526,1223,8074,414879
2019-11-06,short,244406,139982,55606,237187,126706,44846,11799,5406,2685,1807120,827606,405606
2019-11-06,medium,136040,12670,143947,109827,7602,117034,5480,408,5799,861388,63727,873865
2019-11-06,long,493,3479,149323,194,1750,120138,10,55,2935,1519,8482,442425
2019-11-13,short,227388,141157,55050,219821,128564,44572,10956,5441,2652,1740269,866213,409594
2019-11-13,medium,158140,12921,131499,130729,7810,106228,6535,427,5434,1004540,65118,867056
2019-11-13,long,757,3995,171044,308,2000,136947,15,64,3448,2270,9603,543241
2019-11-20,short,245815,163115,60128,236495,149088,48512,11824,6277,2892,1842303,953157,485028
2019-11-20,medium,170125,12892,121133,144305,7921,98477,7190,436,5119,1145796,66864,848630
2019-11-20,long,1036,4875,193985,432,2469,155699,22,81,4027,3369,12299,606600
2019-11-27,short,319744,183316,78706,308941,165224,63824,15374,7051,3784,2355649,1061692,589065
2019-11-27,medium,174499,11696,103153,150187,7181,83135,7495,402,4430,1126865,63686,717019
2019-11-27,long,1315,4533,217380,565,2271,176706,28,78,4659,4338,12625,723563
2019-12-04,short,409398,238533,99757,394551,214873,80584,19687,9177,4797,3189676,1433530,757182
2019-12-04,medium,156993,9490,82948,136222,5798,66457,6766,327,3575,1018131,50255,543198
2019-12-04,long,2012,6136,236003,894,3135,190292,45,109,5226,7043,16365,783966
2019-12-11,short,516424,322062,114242,501687,294939,91908,24840,12393,5495,3796491,1981729,872697
2019-12-11,medium,93660,7351,65168,78571,4486,52246,3921,246,2728,629782,38616,444895
2019-12-11,long,2791,6187,253451,1283,3142,204742,64,113,5779,9700,17862,897982
2019-12-18,short,641050,337279,128389,627130,304504,102730,31066,13076,6222,5283871,1990848,1066862
2019-12-18,medium,36686,4391,49122,28741,2638,39914,1434,137,1920,221652,21623,298339
2019-12-18,long,3524,6444,267287,1649,3251,214830,82,120,6239,12936,18638,951257
2019-12-25,short,613010,279408,110661,609121,251664,88776,30115,10981,5436,4629592,1751695,820720
2019-12-25,medium,43445,5601,62288,33899,3383,50841,1683,174,2413,264743,27316,371855
2019-12-25,long,4026,5998,277769,1920,3006,224872,96,114,6593,14468,18274,1052330
2019-01-03,short,86154,49526,19704,83567,44827,15894,4168,1917,953,642517,294179,158464
2019-01-03,medium,57538,7733,76565,44838,4689,61834,2234,240,2972,339218,38368,445813
2019-01-03,long,4409,6536,263483,2121,3303,211347,106,125,6319,16421,19368,1021024
2019-01-10,short,70666,42377,15211,68589,38585,12185,3404,1633,733,535717,258067,112086
2019-01-10,medium,77862,9613,98424,60980,5796,79375,3042,300,3845,460781,46213,585829
2019-01-10,long,4413,6115,268276,2122,3063,215585,106,117,6437,16867,18688,1003729
2019-01-17,short,76012,49032,17638,73068,44619,14125,3651,1884,847,555455,285288,128248
2019-01-17,medium,103877,12403,119847,82131,7519,96467,4089,391,4717,622561,69030,728223
2019-01-17,long,3797,5828,272888,1812,2935,222239,90,111,6499,13931,17658,999952
2019-01-24,short,103763,66040,25782,100696,60568,21023,4981,2536,1238,812258,385933,187281
2019-01-24,medium,132910,14761,141172,105658,8916,113075,5270,468,5598,864388,73060,883415
2019-01-24,long,3684,5958,276780,1736,2982,223842,87,112,6500,13070,16987,990656
2019-01-31,short,152608,95705,35609,146942,86931,28584,7327,3676,1710,1165494,590958,276476
2019-01-31,medium,164284,15935,159659,131963,9562,127791,6559,509,6374,1049820,77074,986045
2019-01-31,long,3241,6531,281297,1503,3307,227952,75,120,6486,11276,18883,1068908
2019-02-07,short,215455,131596,57963,207479,119151,47369,10350,5057,2784,1722343,761520,423937
2019-02-07,medium,187615,19090,177205,151708,11601,142272,7531,613,7114,1209974,96091,1173253
2019-02-07,long,2953,6905,287177,1339,3483,230816,67,125,6491,10142,20106,997033
2019-02-14,short,301095,183375,68429,290326,166189,54826,14478,7054,3290,2242599,1061881,506952
2019-02-14,medium,202672,18009,197010,164676,10812,159509,8172,581,7943,1350988,90619,1205309
2019-02-14,long,2372,6472,296251,1053,3258,240529,53,115,6568,8043,18583,1086485
2019-02-21,short,382672,233307,93330,370109,212113,75670,18420,8984,4492,2886150,1488842,712455
2019-02-21,medium,223113,20987,196957,181953,12737,158138,9030,680,7972,1446435,102853,1206565
2019-02-21,long,2257,6916,306864,990,3489,248719,49,121,6694,7565,18617,1059341
2019-02-28,short,442573,291292,109957,427080,266775,89156,21318,11225,5297,3464403,1694307,856879
2019-02-28,medium,225906,20905,205118,183744,12628,164835,9186,680,8340,1452702,110064,1254024
2019-02-28,long,2250,7587,322633,978,3837,260773,49,131,6982,7555,19722,1078609
2019-03-07,short,507595,330416,114847,491823,303421,92414,24463,12739,5535,3969764,2039612,930600
2019-03-07,medium,235372,20426,195838,193665,12382,157475,9614,667,7999,1461679,106930,1206424
2019-03-07,long,2465,7927,343274,1073,3992,276851,53,137,7431,8384,21081,1139727
2019-03-14,short,568160,323883,144741,548700,291570,117821,27393,12492,6978,4173410,2015818,1072385
2019-03-14,medium,227563,19365,196350,187636,11735,158941,9323,635,8045,1446139,102390,1209780
2019-03-14,long,2641,8016,366840,1154,4024,297014,58,140,7989,8723,21855,1237577
2019-03-21,short,607119,338115,150723,589091,304928,122872,29281,13046,7269,4547917,2119875,1119341
2019-03-21,medium,219524,19788,189949,181011,12078,153817,9001,649,7788,1374095,102290,1213218
2019-03-21,long,3058,9187,390336,1346,4639,314927,67,162,8588,11254,24940,1352167
2019-03-28,short,619219,366821,144701,598587,332134,116636,29873,14157,6981,4604402,2330058,1101786
2019-03-28,medium,213271,18598,179682,174970,11248,144289,8730,609,7355,1391264,94494,1106440
2019-03-28,long,3620,8696,415805,1622,4349,337181,81,155,9274,12180,23339,1478965
2019-04-04,short,623042,371942,146513,604095,338110,118545,30066,14359,7070,4612624,2244042,1201209
2019-04-04,medium,192562,16506,184272,157195,9912,149603,7844,538,7506,1215304,81306,1151201
2019-04-04,long,4339,11085,436620,1970,5657,352705,98,201,9889,15792,31652,1595892
2019-04-11,short,633458,355598,135589,614493,320932,108477,30588,13737,6547,4925246,2185893,997668
2019-04-11,medium,188391,17290,176122,153189,10430,142012,7620,559,7123,1155674,84570,1081413
2019-04-11,long,5680,10394,455570,2642,5213,366509,131,191,10490,22619,30561,1596531
2019-04-18,short,602779,323635,141239,587002,291591,114726,29132,12513,6826,4559689,1890235,1109494
2019-04-18,medium,188494,17993,182938,152154,10828,147118,7577,579,7354,1160070,92458,1196749
2019-04-18,long,6938,12533,465311,3282,6383,372318,163,235,10902,26882,37599,1710415
2019-04-25,short,535126,301390,118586,517590,271327,95008,25848,11646,5728,3892513,1904600,869180
2019-04-25,medium,186663,19078,207138,149621,11499,168208,7470,611,8290,1203632,94757,1269751
2019-04-25,long,8065,11975,470630,3892,6071,377556,192,229,11228,29213,35163,1688231
2019-05-02,short,488212,277804,115655,472262,250440,93446,23562,10726,5582,3693524,1691551,904012
2019-05-02,medium,197973,21053,228915,158224,12715,186305,7905,672,9140,1279070,103811,1504613
2019-05-02,long,8706,11833,469324,4243,5992,376491,211,230,11400,32708,36501,1811460
2019-05-09,short,482551,272553,107708,466960,245570,86412,23279,10519,5196,3815922,1683032,825157
2019-05-09,medium,231899,23484,238172,185990,14146,191660,9257,750,9507,1574888,117707,1462118
2019-05-09,long,9797,10435,462318,4863,5220,371496,242,206,11429,36805,32560,1763917
2019-05-16,short,483213,277823,115152,466405,250234,92905,23301,10718,5553,3604386,1724348,853449
2019-05-16,medium,251782,28021,269604,201559,17048,217679,10065,896,10778,1596669,138356,1743393
2019-05-16,long,10448,9946,447961,5272,4988,361571,263,200,11262,42006,30173,1703492
2019-05-23,short,503267,296688,116649,485077,267686,93654,24249,11436,5621,3732308,1777186,859069
2019-05-23,medium,272472,27530,309337,219084,16621,252702,10917,882,12394,1714402,132322,1896570
2019-05-23,long,10794,9457,427796,5513,4751,346124,276,193,10924,41623,30379,1690011
2019-05-30,short,563407,322434,124553,545899,291362,99933,27135,12423,5999,4151580,1952291,984556
2019-05-30,medium,315701,29618,321614,255553,17836,260944,12681,952,12919,2024525,155000,2117639
2019-05-30,long,10804,8809,402989,5616,4463,329285,280,183,10442,42344,27853,1620831
2019-06-06,short,628928,371551,149189,606285,335368,120145,30290,14316,7185,4790037,2270768,1112357
2019-06-06,medium,344873,34351,338301,278708,20807,272740,13890,1107,13625,2159530,167505,2139560
2019-06-06,long,11904,8104,373197,6310,4094,304288,313,170,9804,47652,25545,1566146
2019-06-13,short,709274,432419,168470,683706,391829,135688,34168,16665,8116,5137992,2583090,1257245
2019-06-13,medium,364600,34653,359948,295515,20929,291277,14723,1119,14535,2303680,174696,2380640
2019-06-13,long,11411,7099,342209,6071,3559,278511,303,151,9100,46582,22788,1398958
2019-06-20,short,801777,478390,188709,775639,433864,152358,38637,18443,9094,6200056,2775490,1463917
2019-06-20,medium,406274,38373,347397,332440,23379,278754,16450,1243,14066,2519858,202544,2236301
2019-06-20,long,11950,6780,307589,6414,3390,247777,321,146,8254,49028,22924,1280264
2019-06-27,short,875231,521276,215114,844737,471557,174215,42183,20099,10368,6396445,3210612,1586896
2019-06-27,medium,417651,35770,360092,341513,21513,289040,16955,1162,14618,2861074,179442,2317499
2019-06-27,long,9971,6260,275287,5374,3183,224636,269,135,7413,40643,20812,1139845
2019-07-04,short,962221,555400,226987,931215,501819,183386,46383,21418,10942,7471537,3244015,1646802
2019-07-04,medium,387237,38216,395618,315850,23336,323551,15759,1244,16100,2473680,193020,2468136
2019-07-04,long,9768,5503,242971,5253,2755,195265,261,118,6503,39714,17773,1049680
2019-07-11,short,967105,668915,230905,932694,616061,186185,46632,25803,11134,7487714,3902990,1679254
2019-07-11,medium,409749,41191,362518,335235,25288,292087,16719,1345,14792,2514592,209876,2239773
2019-07-11,long,7202,4904,217175,3785,2456,174722,189,103,5702,30628,15614,888701
2019-07-18,short,1077264,641162,240388,1040586,580436,192505,51961,24741,11595,7800864,3869325,1743295
2019-07-18,medium,402746,34678,354289,331391,21001,286885,16488,1136,14504,2540303,181448,2186017
2019-07-18,long,5409,4674,197183,2787,2365,159258,137,95,5007,22583,16063,801192
2019-07-25,short,1076830,664075,267164,1039746,603609,216714,51952,25631,12889,8325092,3947736,1986400
2019-07-25,medium,391590,36872,328228,322529,22603,264443,16094,1212,13490,2465387,182013,2216263
2019-07-25,long,3189,4167,186035,1547,2091,150060,77,81,4512,12114,12786,683713
2019-08-01,short,1070604,707786,243813,1035245,649906,195952,51660,27323,11765,8211217,4202224,1800754
2019-08-01,medium,371007,30065,308978,307394,18195,250212,15304,992,12746,2346213,153621,2048290
2019-08-01,long,2188,4251,180979,1018,2148,146178,50,78,4154,7661,11984,651927
2019-08-08,short,1089567,640828,280914,1052994,579561,229171,52586,24743,13558,8036849,3935436,2137858
2019-08-08,medium,358963,26843,267111,299249,16182,214600,14856,889,11055,2327419,133370,1807338
2019-08-08,long,2099,3641,164010,980,1821,132011,49,67,3794,7741,10847,614694
2019-08-15,short,1099897,617573,255323,1065400,556565,206048,53096,23850,12325,8273925,3755163,1889000
2019-08-15,medium,318339,25625,242658,264235,15523,194696,13209,851,10069,2021756,128033,1710254
2019-08-15,long,2113,3539,150355,998,1783,121002,50,66,3531,7781,10225,547493
2019-08-22,short,1040808,627713,234292,1006875,570053,188110,50260,24249,11314,8185470,3679745,1797128
2019-08-22,medium,268014,22883,223704,223556,14033,182429,11137,761,9296,1686609,118406,1444149
2019-08-22,long,2134,3341,139807,1027,1700,113474,51,64,3348,8094,9860,502504
2019-08-29,short,971287,587810,233153,941375,535043,189057,46929,22721,11265,7265253,3550467,1796193
2019-08-29,medium,249813,18112,176044,209024,10917,140995,10390,603,7322,1586323,96386,1105703
2019-08-29,long,2576,3113,132067,1262,1562,105838,63,61,3232,9524,9608,491694
2019-09-05,short,898030,514171,213890,869913,464536,173176,43411,19884,10340,7017211,3011461,1587191
2019-09-05,medium,200258,14780,165489,167271,8913,134973,8338,492,6890,1254707,77243,1090674
2019-09-05,long,3056,2930,129181,1545,1473,104258,76,59,3229,11975,8987,486961
2019-09-12,short,796022,450203,177445,771223,406185,142507,38487,17413,8579,6030787,2818728,1290082
2019-09-12,medium,175063,13087,137435,145932,7889,111152,7295,436,5727,1130060,68363,872403
2019-09-12,long,3240,2947,129436,1657,1489,104937,82,60,3286,13182,9181,497309
2019-09-19,short,688853,392953,147056,669783,356185,117885,33301,15197,7109,5349352,2288178,1122855
2019-09-19,medium,157234,11415,108214,131820,6895,86583,6544,380,4504,1010748,60020,708489
2019-09-19,long,3891,3324,132549,2007,1681,106289,99,68,3386,15681,10668,522155
2019-09-26,short,602637,322856,139441,586496,290628,113016,29142,12490,6743,4892377,1949309,1076329
2019-09-26,medium,128447,10801,99667,106580,6577,80118,5321,358,4129,814244,55611,680871
2019-09-26,long,3626,3404,138963,1843,1717,111420,92,69,3524,14055,11742,530481
2019-10-03,short,482155,321375,107432,467616,296274,86363,23316,12433,5195,3598001,1917826,794917
2019-10-03,medium,106980,9542,95786,88272,5820,77951,4386,313,3927,753928,50000,594816
2019-10-03,long,3239,3403,144420,1614,1706,115654,80,68,3587,12647,10297,548629
2019-10-10,short,409890,263422,98651,397077,241467,79981,19822,10191,4771,3148500,1577418,718875
2019-10-10,medium,96813,10120,92266,78283,6170,74159,3909,327,3725,611845,54042,564151
2019-10-10,long,2475,3393,147788,1191,1698,118530,59,65,3546,9262,10045,548716
2019-10-17,short,365052,204607,86016,354102,184614,69644,17658,7918,4161,2784404,1235693,635749
2019-10-17,medium,85520,10235,107057,68269,6266,87895,3402,326,4259,525940,50384,662251
2019-10-17,long,1637,3558,146149,747,1789,116940,37,65,3334,5719,9792,520436
2019-10-24,short,306734,176056,63925,298788,159997,51184,14837,6813,3092,2324909,1033922,477430
2019-10-24,medium,97959,11132,116371,77914,6747,94573,3860,351,4585,592086,55974,706048
2019-10-24,long,865,3274,136977,368,1644,109692,18,56,2906,2751,9057,467942
2019-10-31,short,258910,139996,59225,251814,126086,47902,12515,5414,2863,2143837,872742,432157
2019-10-31,medium,115721,12685,134227,91744,7629,108407,4559,400,5288,708892,63291,828006
2019-10-31,long,382,2828,123548,149,1415,99148,7,44,2396,1094,6610,367980
2019-11-07,short,217499,136906,48903,210383,124982,39253,10498,5286,2360,1749464,879076,393700
2019-11-07,medium,139249,12415,121476,113556,7484,97386,5630,402,4912,900552,64430,737375
2019-11-07,long,502,3386,141294,200,1708,113658,10,53,2786,1573,8100,441557
2019-11-14,short,215208,127062,53360,207322,114604,43182,10366,4896,2570,1600542,762996,386953
2019-11-14,medium,153704,11382,116806,127875,6839,93900,6374,378,4844,983254,60284,742720
2019-11-14,long,654,3637,162090,265,1827,130915,13,59,3280,2013,8986,498398
2019-11-21,short,234504,148264,63936,225829,134826,52339,11279,5705,3075,1711924,873657,461558
2019-11-21,medium,157456,10218,113894,134046,6180,93113,6673,346,4827,1015893,51998,758945
2019-11-21,long,961,4341,183527,403,2198,148411,20,72,3826,3178,11441,621456
2019-11-28,short,292204,201597,65966,282201,185869,52893,14050,7755,3172,2329730,1169395,481154
2019-11-28,medium,165988,9670,89486,144027,5881,71876,7140,333,3849,1074924,50456,621187
2019-11-28,long,1278,4528,204392,551,2288,166244,28,78,4402,4381,12157,704394
2019-12-05,short,397665,228652,93065,383587,205816,74867,19124,8797,4476,3022745,1355319,689176
2019-12-05,medium,140426,8019,75227,121490,4851,60198,6044,276,3238,915931,45595,519535
2019-12-05,long,1946,5208,222143,869,2629,179273,43,93,4941,6590,13965,782900
2019-12-12,short,495678,310168,108751,480453,283529,87205,23842,11935,5231,3608884,1899660,785096
2019-12-12,medium,73360,5951,58926,60829,3605,47541,3040,197,2442,465829,29807,383522
2019-12-12,long,2652,5325,237892,1217,2667,191558,61,97,5444,9344,15033,848768
2019-12-19,short,562224,343115,123637,547155,313929,99570,27309,13333,6006,4373636,2054732,904816
2019-12-19,medium,36079,4536,45016,28163,2732,36125,1407,142,1755,213125,22277,263682
2019-12-19,long,3495,7131,248473,1643,3665,199062,82,134,5816,12444,20539,940136
2019-12-26,short,507245,267619,107118,499332,243207,86819,24943,10528,5267,3845688,1609597,885049
2019-12-26,medium,44098,5607,57635,34296,3370,46350,1708,174,2232,270462,27199,337601
2019-12-26,long,4221,5902,258208,2026,2955,207298,100,112,6140,16223,17601,939564
2019-01-04,short,75563,43967,17867,73186,39797,14451,3654,1701,864,558728,260389,140913
2019-01-04,medium,55124,7097,74045,43154,4300,60145,2142,221,2877,348974,33317,446521
2019-01-04,long,3789,5502,244675,1822,2772,198101,91,106,5872,14031,16632,886951
2019-01-11,short,66527,36706,14775,64500,33038,11869,3203,1414,711,495744,227579,109094
2019-01-11,medium,74924,10691,92335,58630,6559,74166,2930,334,3611,500621,51094,568299
2019-01-11,long,4075,5782,248005,1958,2903,199174,98,111,5947,16139,17052,922702
2019-01-18,short,73633,45949,16992,70942,41736,13629,3536,1765,816,534180,268936,129197
2019-01-18,medium,95932,11400,117526,75728,6896,95159,3780,359,4631,585839,57108,713461
2019-01-18,long,4031,5913,251328,1928,2966,201474,96,112,5976,14745,17433,931368
2019-01-25,short,99710,61936,28603,96015,56195,23563,4786,2378,1373,760389,368280,218227
2019-01-25,medium,122432,13913,137203,97651,8456,111001,4860,442,5446,758358,67143,827000
2019-01-25,long,3350,6108,255495,1579,3104,207078,78,114,5985,11731,18208,971997
2019-02-01,short,146327,96087,33842,141014,87856,27159,7026,3691,1625,1115413,565406,249881
2019-02-01,medium,151765,15116,153183,122243,9126,123529,6064,483,6121,924306,73896,959928
2019-02-01,long,3055,5933,260385,1409,2973,209320,70,109,5987,10668,16399,976909
2019-02-08,short,211654,128302,52098,203581,115923,42056,10169,4931,2503,1592919,764823,377835
2019-02-08,medium,172066,16575,170777,138512,9959,137345,6912,533,6860,1044642,86224,1042684
2019-02-08,long,2465,6230,266419,1113,3159,215999,56,112,6005,8643,17481,949392
2019-02-15,short,294404,167861,68956,285344,151661,55744,14158,6458,3316,2132106,1030274,497633
2019-02-15,medium,180975,18078,190187,146241,10953,154642,7301,583,7673,1141626,94029,1173061
2019-02-15,long,2221,6133,274531,985,3088,222276,49,108,6070,8273,16854,934764
2019-02-22,short,374883,214235,84820,362747,193296,68160,18047,8251,4083,2807005,1241646,637638
2019-02-22,medium,200961,19007,189344,163279,11500,152699,8139,616,7668,1255705,98610,1152883
2019-02-22,long,2303,6785,284444,1010,3406,227752,50,118,6194,7607,18180,955245
2019-03-01,short,449004,250829,94890,437088,227032,76061,21630,9667,4571,3430673,1461220,712627
2019-03-01,medium,215102,19198,183385,175947,11610,147041,8752,625,7462,1321961,96480,1155541
2019-03-01,long,2115,6539,300821,921,3277,243309,46,113,6507,6931,17701,1014118
2019-03-08,short,483963,286138,121940,467471,258814,99141,23325,11033,5877,3958863,1837918,921287
2019-03-08,medium,213318,17728,185143,174691,10638,148957,8718,580,7566,1387288,87674,1198939
2019-03-08,long,2336,7761,319394,1014,3914,256368,51,134,6918,7937,21233,1057615
2019-03-15,short,523060,316527,126638,504505,286719,102301,25220,12209,6106,4050824,2016327,943069
2019-03-15,medium,220219,16966,170422,182061,10181,136449,9025,556,6984,1361357,84328,1054149
2019-03-15,long,2428,7979,341309,1059,4038,276204,53,139,7442,8071,20983,1143241
2019-03-22,short,520516,368302,128792,503879,341443,104704,25105,14211,6212,3832406,2347378,1009654
2019-03-22,medium,208533,16914,168620,171880,10184,135340,8550,555,6913,1337086,84414,1072517
2019-03-22,long,2601,7798,364578,1148,3948,298448,57,138,8036,9175,21135,1249256
2019-03-29,short,571224,342093,133213,552254,310202,107361,27559,13204,6427,4188469,2044265,978612
2019-03-29,medium,185707,17571,174161,152175,10723,141573,7598,575,7126,1248391,87520,1082670
2019-03-29,long,3724,9037,385731,1672,4532,309286,83,162,8621,13026,25174,1365888
2019-04-05,short,591875,334890,126551,575055,303016,101391,28564,12929,6107,4308502,1958017,930254
2019-04-05,medium,181512,15618,163703,148257,9388,131996,7387,508,6662,1161526,77600,1040501
2019-04-05,long,4280,9627,406251,1949,4851,326813,97,175,9222,14669,26399,1464561
2019-04-12,short,569529,337123,126343,551162,305552,101291,27505,13025,6102,4303195,2055012,1005745
2019-04-12,medium,173308,17282,161770,141212,10556,130681,7003,559,6536,1051401,84909,982170
2019-04-12,long,5413,9665,422414,2518,4833,338723,125,178,9750,18879,27932,1467704
2019-04-19,short,535726,307467,131025,519085,277940,106464,25892,11888,6332,4194288,1986033,1008381
2019-04-19,medium,173161,17890,170724,139424,10846,137218,6955,575,6857,1049056,88154,1043247
2019-04-19,long,5871,11255,431552,2763,5746,347547,138,212,10137,20995,31819,1536957
2019-04-26,short,482602,266705,118622,469435,240892,96822,23308,10305,5729,3843007,1710140,918444
2019-04-26,medium,178503,17442,189210,143461,10482,153178,7140,558,7569,1072646,87015,1185679
2019-04-26,long,6476,10384,436311,3101,5275,353629,155,199,10436,24134,31774,1566771
2019-05-03,short,437626,269836,101393,422771,245387,81587,21119,10417,4893,3361725,1582421,793909
2019-05-03,medium,196684,21003,201184,157693,12732,161757,7852,671,8031,1236829,103513,1210696
2019-05-03,long,8219,9740,433648,4035,4884,349497,200,190,10560,30032,29451,1673467
2019-05-10,short,399344,307936,89413,385426,287702,71573,19264,11884,4313,3026180,1867240,663486
2019-05-10,medium,226633,21822,214025,182758,13134,171361,9048,697,8545,1418850,104631,1429667
2019-05-10,long,8908,9723,425305,4429,4887,342824,221,193,10540,37132,29287,1602716
2019-05-17,short,448111,258331,105974,433328,233188,85577,21606,9965,5110,3267303,1518045,790345
2019-05-17,medium,243332,23867,247763,195274,14328,199279,9730,764,9907,1528331,115779,1494335
2019-05-17,long,10305,9968,409706,5212,5021,328361,260,201,10324,43962,31136,1557435
2019-05-24,short,462158,284971,107916,446980,259448,87020,22266,10984,5199,3488056,1742605,826069
2019-05-24,medium,270325,27383,272613,216891,16502,218957,10834,878,10926,1711266,135174,1653288
2019-05-24,long,11662,9217,389608,6023,4622,311972,298,189,9970,46076,30326,1534477
2019-05-31,short,524957,306539,117493,506495,276524,94016,25283,11811,5659,3859359,1787739,858234
2019-05-31,medium,304696,30379,287688,246176,18399,230771,12244,977,11560,1880249,147058,1781935
2019-05-31,long,11239,8446,366737,5845,4238,294865,292,175,9522,44724,26636,1459616
2019-06-07,short,580413,351493,149813,561091,319143,122271,27954,13543,7215,4441239,2175077,1112965
2019-06-07,medium,326653,33908,307779,264420,20679,247295,13161,1093,12401,2012029,172967,2029212
2019-06-07,long,11124,8682,339023,5867,4439,274067,293,183,8923,47158,29378,1378455
2019-06-14,short,675574,395421,159844,651049,356389,128644,32546,15240,7701,4893073,2357224,1172692
2019-06-14,medium,349521,33164,322962,283357,20030,259252,14120,1072,13047,2165915,163003,2125157
2019-06-14,long,12036,7951,308527,6421,4028,246909,321,169,8217,48289,25983,1287563
2019-06-21,short,771895,434315,169570,748748,392069,136098,37198,16744,8172,5757886,2544670,1260952
2019-06-21,medium,374584,32264,327815,305948,19396,263322,15173,1046,13279,2303111,166315,2092673
2019-06-21,long,11056,6434,279124,5953,3237,224996,297,138,7497,48210,22927,1151653
2019-06-28,short,837586,480395,187214,808224,432436,149797,40369,18523,9023,6122738,2937582,1388058
2019-06-28,medium,394199,33767,324788,323866,20405,260457,16009,1097,13190,2614538,172385,2033887
2019-06-28,long,9175,5457,249939,4943,2755,203534,247,118,6729,37079,18794,1033708
2019-07-05,short,894504,532889,200188,863169,481984,160208,43120,20551,9650,7034289,3220421,1554103
2019-07-05,medium,382861,34509,340403,312347,20840,273658,15586,1124,13858,2420218,174576,2244396
2019-07-05,long,8799,5697,219749,4718,2893,176187,235,122,5870,37860,19396,912677
2019-07-12,short,939066,566736,231726,907541,514205,188010,45282,21862,11174,7251761,3290792,1679309
2019-07-12,medium,373931,32200,342650,305895,19387,277261,15264,1052,13987,2327374,164500,2202088
2019-07-12,long,6676,4826,196807,3516,2441,158222,175,101,5147,26727,15269,844093
2019-07-19,short,1001289,587739,228142,969060,532174,183528,48298,22680,11005,7906743,3745162,1686846
2019-07-19,medium,356452,29648,340826,292849,17850,278446,14601,972,13961,2288025,151177,2192165
2019-07-19,long,4457,5471,179095,2251,2835,143533,113,110,4522,17559,17896,691296
2019-07-26,short,998365,605832,252687,964543,549879,205602,48168,23383,12191,7564968,3591228,1856238
2019-07-26,medium,363182,28478,301276,299730,17097,242899,14935,937,12389,2449843,141075,1951663
2019-07-26,long,2898,4160,170241,1403,2107,137156,70,80,4098,11102,13165,639589
2019-08-02,short,983414,653020,230244,949828,599251,185472,47454,25209,11110,7297117,3876857,1788126
2019-08-02,medium,350436,26605,271449,290895,16001,218248,14463,878,11203,2324121,133402,1864562
2019-08-02,long,1671,3144,165643,776,1581,136694,38,58,3804,5706,9249,582164
2019-08-09,short,999886,609130,244116,965823,553034,197696,48259,23519,11782,7469796,3536103,1938787
2019-08-09,medium,313666,25407,255333,260742,15426,206862,12987,842,10572,1996583,133815,1624253
2019-08-09,long,1872,3382,149414,872,1696,120309,43,63,3463,6469,9872,524699
2019-08-16,short,982910,613924,216900,951301,560233,173793,47450,23710,10471,7340355,3692588,1662504
2019-08-16,medium,291134,22298,218777,241821,13433,175344,12084,740,9080,1893679,116464,1387187
2019-08-16,long,1927,2969,137587,913,1485,111185,45,56,3240,7563,8785,504463
2019-08-23,short,941329,568518,234542,909201,515571,190414,45459,21964,11327,7142625,3342297,1715853
2019-08-23,medium,248541,20333,196589,206950,12381,158964,10329,676,8170,1592666,103872,1253364
2019-08-23,long,2077,2998,127764,1000,1512,102985,50,58,3069,7579,8818,481540
2019-08-30,short,911175,537902,186951,889013,491357,149641,44028,20793,9034,6940306,3291462,1362398
2019-08-30,medium,219317,17080,164568,182639,10338,132214,9123,568,6846,1463570,85450,1088702
2019-08-30,long,2656,3036,120862,1321,1536,96891,65,60,2968,10476,9116,504743
2019-09-06,short,806508,485778,183068,784161,443316,147880,38989,18787,8850,6259502,3047919,1431872
2019-09-06,medium,186413,15857,141297,155283,9707,113694,7762,528,5884,1251403,82643,912539
2019-09-06,long,2474,2593,119483,1240,1307,97247,62,52,2994,9619,8275,451714
2019-09-13,short,721857,408128,157284,699453,368254,125971,34900,15786,7604,5296972,2571586,1167194
2019-09-13,medium,162807,11690,119243,135947,7023,95769,6784,390,4969,1119316,59415,814154
2019-09-13,long,2816,2784,120021,1433,1414,97603,72,57,3052,11142,8594,487360
2019-09-20,short,621843,352250,136651,602346,317806,109527,30062,13623,6606,4880911,2060534,1038500
2019-09-20,medium,136639,9982,103242,114286,6020,83379,5685,332,4295,874185,50937,651741
2019-09-20,long,3437,3027,123205,1760,1526,98716,88,62,3146,13758,9533,492252
2019-09-27,short,510649,325203,127696,493900,297286,103861,24695,12581,6175,3790790,1908563,991617
2019-09-27,medium,117442,9443,89520,97237,5705,71646,4860,313,3705,743655,48614,556112
2019-09-27,long,3123,3169,129127,1585,1611,104374,79,64,3268,12397,9770,495157
2019-10-04,short,462011,254296,104359,449557,229646,84314,22341,9837,5046,3352500,1545432,862337
2019-10-04,medium,99833,8733,84839,81883,5282,68184,4084,286,3471,644265,43398,524763
2019-10-04,long,2884,3133,134078,1431,1571,107517,71,62,3317,11076,9947,518239
2019-10-11,short,388000,222154,86897,375621,200586,69774,18764,8595,4203,2955926,1311439,699438
2019-10-11,medium,85873,8937,88539,69358,5440,71785,3459,288,3567,526943,44706,565711
2019-10-11,long,2096,3124,136719,1006,1577,110657,50,60,3260,7832,9263,494654
2019-10-18,short,316715,207534,65939,309344,192272,52933,15321,8031,3190,2519032,1385053,479042
