date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,year,month,day,total_clicks,total_bookings,total_cost,total_revenue
2019-08-27,short,1198827,658372,252784,1169185,595747,202944,57913,25444,12211,8788638,3900013,1973865,2019,8,27,2109983,95568,1967876,14662516
2019-08-27,medium,302410,22205,210309,253346,13421,168368,12575,739,8745,1938802,112984,1469480,2019,8,27,534924,22059,435135,3521266
2019-08-27,long,2929,3725,154184,1430,1874,123511,71,72,3750,11243,11255,567206,2019,8,27,160838,3893,126815,589704
2019-09-03,short,1076225,595683,265748,1044648,536996,216575,52019,23034,12845,8439030,3619738,1965586,2019,9,3,1937656,87898,1798219,14024354
2019-09-03,medium,249503,19243,190185,208200,11657,153407,10385,641,7916,1587957,98124,1291051,2019,9,3,458931,18942,373264,2977132
2019-09-03,long,3171,3792,149494,1582,1935,120732,79,75,3715,12871,11307,576582,2019,9,3,156457,3869,124249,600760
2019-09-10,short,911213,587864,211454,881801,538560,170477,44056,22738,10223,6792940,3567721,1544159,2019,9,10,1710531,77017,1590838,11904820
2019-09-10,medium,223428,15830,153714,187544,9544,123134,9309,528,6404,1440800,84980,982609,2019,9,10,392972,16241,320222,2508389
2019-09-10,long,3636,3458,148662,1844,1743,119889,92,70,3761,15719,10708,591906,2019,9,10,155756,3923,123476,618333
2019-09-17,short,815284,470842,193043,791298,426680,156487,39413,18210,9332,6490510,2797477,1447899,2019,9,17,1479169,66955,1374465,10735886
2019-09-17,medium,185513,14133,134871,154604,8537,108008,7726,471,5617,1167159,71767,889337,2019,9,17,334517,13814,271149,2128263
2019-09-17,long,4130,3709,152040,2118,1877,122380,105,76,3882,16273,12090,598068,2019,9,17,159879,4063,126375,626431
2019-09-24,short,706975,411940,159923,684199,372641,128529,34184,15935,7733,5250311,2480241,1205198,2019,9,24,1278838,57852,1185369,8935750
2019-09-24,medium,153436,11252,122057,128743,6811,99527,6368,374,5066,1011733,57921,805197,2019,9,24,286745,11808,235081,1874851
2019-09-24,long,4273,4036,157790,2180,2044,126386,109,82,4015,17008,12456,609696,2019,9,24,166099,4206,130610,639160
2019-10-01,short,603875,362924,135948,584844,329813,109275,29203,14041,6574,4392128,2242667,1067654,2019,10,1,1102747,49818,1023932,7702449
2019-10-01,medium,134092,10660,107593,110643,6409,86368,5517,351,4427,875852,53768,680752,2019,10,1,252345,10295,203420,1610372
2019-10-01,long,4034,3867,164733,2031,1936,131852,101,77,4122,15395,11781,646434,2019,10,1,172634,4300,135819,673610
2019-10-08,short,507208,315618,109213,492092,288582,87452,24527,12210,5281,3738059,1836983,861709,2019,10,8,932039,42018,868126,6436751
2019-10-08,medium,108888,10000,113449,88531,6032,92713,4416,324,4601,691743,50254,694534,2019,10,8,232337,9341,187276,1436531
2019-10-08,long,3205,3917,169762,1567,1963,136296,78,76,4120,11788,12295,626218,2019,10,8,176884,4274,139826,650301
2019-10-15,short,426666,270378,97581,413971,247793,78733,20638,10463,4720,3185377,1633115,746233,2019,10,15,794625,35821,740497,5564725
2019-10-15,medium,109121,12043,109517,87390,7322,87747,4358,385,4374,656288,61421,656407,2019,10,15,230681,9117,182459,1374116
2019-10-15,long,2093,3808,170130,978,1917,137746,49,71,3945,7662,11451,603118,2019,10,15,176031,4065,140641,622231
2019-10-22,short,367261,215147,82615,355875,194997,66434,17765,8326,3996,2999314,1299292,615373,2019,10,22,665023,30087,617306,4913979
2019-10-22,medium,108877,11928,129519,86380,7178,105011,4299,377,5114,668660,56733,798649,2019,10,22,250324,9790,198569,1524042
2019-10-22,long,1264,3737,162127,553,1873,130173,27,65,3522,4166,10405,529532,2019,10,22,167128,3614,132599,544103
2019-10-29,short,297602,185769,71145,287897,169430,57552,14389,7186,3440,2189273,1107106,530520,2019,10,29,554516,25015,514879,3826899
2019-10-29,medium,122587,14487,156092,96440,8727,126564,4814,455,6130,763535,68776,955677,2019,10,29,293166,11399,231731,1787988
2019-10-29,long,483,3500,143465,190,1768,115290,10,55,2828,1510,8490,437935,2019,10,29,147448,2893,117248,447935
2019-11-05,short,262847,159909,55797,255390,146014,44666,12693,6178,2694,1912416,967780,419861,2019,11,5,478553,21565,446070,3300057
2019-11-05,medium,149468,15939,146254,120599,9722,117686,5999,512,5870,1018187,85291,920190,2019,11,5,311661,12381,248007,2023668
2019-11-05,long,530,3725,156787,209,1877,126074,10,58,3073,1591,8767,486960,2019,11,5,161042,3141,128160,497318
2019-11-12,short,250465,148365,53751,243261,134968,43069,12071,5720,2591,1878473,906353,396109,2019,11,12,452581,20382,421298,3180935
2019-11-12,medium,162862,13694,146511,134336,8289,119261,6706,451,6033,1077114,74483,931794,2019,11,12,323067,13190,261886,2083391
2019-11-12,long,693,4156,179915,280,2101,145637,14,67,3612,2112,10162,545187,2019,11,12,184764,3693,148018,557461
2019-11-19,short,261020,161396,68779,251861,146650,56175,12558,6212,3309,1912335,937759,508329,2019,11,19,491195,22079,454686,3358423
2019-11-19,medium,181390,12373,132594,153779,7499,108093,7644,417,5587,1166896,68880,908071,2019,11,19,326357,13648,269371,2143847
2019-11-19,long,986,4717,204748,410,2384,165800,20,78,4232,3128,11864,656574,2019,11,19,210451,4330,168594,671566
2019-11-26,short,324024,193397,84457,312488,174860,68849,15580,7439,4061,2507738,1139318,631313,2019,11,26,601878,27080,556197,4278369
2019-11-26,medium,188985,11039,113480,162359,6650,91471,8103,379,4865,1231509,58677,740773,2019,11,26,313504,13347,260480,2030959
2019-11-26,long,1476,5738,228542,631,2907,183525,31,98,4876,5093,14916,740822,2019,11,26,235756,5005,187063,760831
2019-12-03,short,413358,269663,89960,400162,247482,71974,19877,10374,4326,3119481,1612053,685400,2019,12,3,772981,34577,719618,5416934
2019-12-03,medium,168981,9117,97579,146439,5485,78952,7288,315,4209,1099298,47705,641139,2019,12,3,275677,11812,230876,1788142
2019-12-03,long,1930,5591,251029,853,2821,203800,43,99,5534,6761,15123,864325,2019,12,3,258550,5676,207474,886209
2019-12-10,short,521991,337310,127731,502898,307710,103203,25107,12979,6144,3796724,1957889,975739,2019,12,10,987032,44230,913811,6730352
2019-12-10,medium,115034,7390,72356,97523,4445,57888,4854,249,3053,759415,39286,503202,2019,12,10,194780,8156,159856,1301903
2019-12-10,long,2847,6564,269165,1300,3327,217035,65,119,6113,9759,18075,918605,2019,12,10,278576,6297,221662,946439
2019-12-17,short,629170,407204,144770,612326,375325,117255,30417,15749,6999,4593863,2471319,1053586,2019,12,17,1181144,53165,1104906,8118768
2019-12-17,medium,39907,4733,50220,31498,2862,40793,1563,148,1967,253193,24725,313248,2019,12,17,94860,3678,75153,591166
2019-12-17,long,3698,7035,284325,1728,3563,228653,86,131,6617,12972,20084,1006733,2019,12,17,295058,6834,233944,1039789
2019-12-24,short,638388,352096,125178,629705,322412,100725,31319,13819,6141,4764901,2074068,931089,2019,12,24,1115662,51279,1052842,7770058
2019-12-24,medium,47517,6260,61254,36880,3771,49075,1842,194,2374,303708,32195,380588,2019,12,24,115031,4410,89726,716491
2019-12-24,long,4030,6158,296820,1912,3081,241034,95,117,7031,14272,18245,1101402,2019,12,24,307008,7243,246027,1133919
2019-12-31,short,110805,61766,24968,107663,55787,20137,5366,2393,1209,835486,382081,181509,2019,12,31,197539,8968,183587,1399076
2019-12-31,medium,60565,7725,82702,47066,4641,66821,2348,240,3207,373755,36458,520348,2019,12,31,150992,5795,118528,930561
2019-12-31,long,4392,6938,303577,2105,3521,247070,105,133,7269,16539,20517,1095822,2019,12,31,314907,7507,252696,1132878
2019-01-02,short,99122,54777,21459,96726,49634,17295,4798,2121,1039,720475,328767,164653,2019,1,2,175358,7958,163655,1213895
2019-01-02,medium,59130,8040,79556,45954,4869,64165,2294,250,3086,360364,39281,474731,2019,1,2,146726,5630,114988,874376
2019-01-02,long,4202,6524,284020,2022,3317,231466,101,125,6807,15838,18765,1138882,2019,1,2,294746,7033,236805,1173485
2019-01-09,short,77543,43870,18064,74990,39510,14561,3738,1692,871,628046,256751,132445,2019,1,9,139477,6301,129061,1017242
2019-01-09,medium,80297,10744,101883,62690,6523,81946,3134,335,3976,473930,51033,614953,2019,1,9,192924,7445,151159,1139916
2019-01-09,long,4593,6443,288611,2207,3229,232682,110,124,6928,17278,18791,1044994,2019,1,9,299647,7162,238118,1081063
2019-01-16,short,80927,49482,18414,78044,44873,14758,3888,1902,885,657401,294629,133507,2019,1,16,148823,6675,137675,1085537
2019-01-16,medium,105237,13263,127804,82902,8065,103155,4138,417,5025,648234,66157,798422,2019,1,16,246304,9580,194122,1512813
2019-01-16,long,4348,6178,293151,2082,3091,237638,104,118,6992,16427,18167,1058008,2019,1,16,303677,7214,242811,1092602
2019-01-23,short,111857,63839,24383,108355,57653,19524,5369,2451,1170,830145,393274,180074,2019,1,23,200079,8990,185532,1403493
2019-01-23,medium,140778,15872,146299,112350,9642,117319,5577,503,5795,851309,76135,878859,2019,1,23,302949,11875,239311,1806303
2019-01-23,long,4138,6912,296764,1950,3472,238508,97,130,6985,14896,19568,1076714,2019,1,23,307814,7212,243930,1111178
2019-01-30,short,158230,93940,37778,152165,84639,30374,7597,3608,1814,1163598,549168,278066,2019,1,30,289948,13019,267178,1990832
2019-01-30,medium,165466,17607,175410,132240,10634,141213,6600,562,6996,1048586,90260,1079183,2019,1,30,358483,14158,284087,2218029
2019-01-30,long,3659,7464,301557,1694,3778,242390,85,138,6973,12995,21838,1141012,2019,1,30,312680,7196,247862,1175845
2019-02-06,short,215679,146457,53400,207596,134310,43169,10360,5628,2565,1667416,903480,396250,2019,2,6,415536,18553,385075,2967146
2019-02-06,medium,200324,19293,187717,162071,11650,150642,8036,619,7530,1208159,95743,1146653,2019,2,6,407334,16185,324363,2450555
2019-02-06,long,3335,7680,307831,1517,3877,246495,76,139,6978,11658,21136,1136609,2019,2,6,318846,7193,251889,1169403
2019-02-13,short,303999,198265,69106,292776,181011,55304,14615,7625,3322,2198560,1172323,520541,2019,2,13,571370,25562,529091,3891424
2019-02-13,medium,212675,22406,210223,171454,13634,169231,8570,722,8471,1326552,109726,1307088,2019,2,13,445304,17763,354319,2743366
2019-02-13,long,2754,7678,316723,1228,3891,255547,61,137,7040,9259,21783,1109452,2019,2,13,327155,7238,260666,1140494
2019-02-20,short,403617,241422,95876,389385,218418,77284,19426,9295,4614,3153263,1544256,708780,2019,2,20,740915,33335,685087,5406299
2019-02-20,medium,215434,20928,235782,174311,12652,192940,8715,677,9538,1321798,107366,1467283,2019,2,20,472144,18930,379903,2896447
2019-02-20,long,2534,7624,328226,1109,3831,263941,55,133,7174,8982,20900,1106225,2019,2,20,338384,7362,268881,1136107
2019-02-27,short,483328,280871,125527,465837,252948,102221,23280,10823,6046,3494700,1723773,928785,2019,2,27,889726,40149,821006,6147258
2019-02-27,medium,230685,20179,234979,187897,12121,191836,9373,656,9548,1529044,102798,1537676,2019,2,27,485843,19577,391854,3169518
2019-02-27,long,2334,7816,344990,1011,3938,279075,51,135,7470,7919,20968,1209816,2019,2,27,355140,7656,284024,1238703
2019-03-06,short,556902,330116,124027,538714,299128,99440,26838,12727,5977,4323807,2023369,929313,2019,3,6,1011045,45542,937282,7276489
2019-03-06,medium,245829,20593,220602,201538,12383,178425,10035,673,9005,1607072,101304,1353336,2019,3,6,487024,19713,392346,3061712
2019-03-06,long,2799,8902,365691,1219,4479,292738,61,154,7913,9301,24081,1245809,2019,3,6,377392,8128,298436,1279191
2019-03-13,short,611696,358288,135281,593845,325336,108758,29490,13819,6522,4503897,2089108,1069589,2019,3,13,1105265,49831,1027939,7662594
2019-03-13,medium,247531,22785,208771,203768,13921,168241,10138,747,8551,1659666,123353,1310697,2019,3,13,479087,19436,385930,3093716
2019-03-13,long,3132,9530,390098,1373,4801,312575,68,166,8486,10656,25818,1332477,2019,3,13,402760,8720,318749,1368951
2019-03-20,short,637312,391017,144446,614897,354916,115764,30736,15086,6966,4776173,2454295,1064919,2019,3,20,1172775,52788,1085577,8295387
2019-03-20,medium,238746,20689,205297,195890,12504,165296,9790,679,8418,1537557,104283,1281750,2019,3,20,464732,18887,373690,2923590
2019-03-20,long,2990,9291,417359,1317,4716,340874,66,163,9168,10826,24541,1444252,2019,3,20,429640,9397,346907,1479619
2019-03-27,short,668122,394980,150861,648321,358901,121542,32231,15244,7278,5111918,2508678,1135903,2019,3,27,1213963,54753,1128764,8756499
2019-03-27,medium,226408,19970,199685,187659,12219,162932,9272,654,8177,1425778,100578,1316067,2019,3,27,446063,18103,362810,2842423
2019-03-27,long,3582,10549,443031,1599,5390,361158,80,188,9860,12856,28564,1641041,2019,3,27,457162,10128,368147,1682461
2019-04-03,short,654760,403642,170817,639149,370899,140964,31596,15582,8243,4743983,2484839,1261509,2019,4,3,1229219,55421,1151012,8490331
2019-04-03,medium,202571,17297,206416,165798,10409,169342,8259,564,8416,1278374,84798,1384895,2019,4,3,426284,17239,345549,2748067
2019-04-03,long,5106,11099,467148,2323,5564,373749,115,201,10557,17680,31944,1621948,2019,4,3,483353,10873,381636,1671572
2019-04-10,short,685769,376139,154344,665342,338542,124278,33109,14528,7452,4980814,2276614,1129095,2019,4,10,1216252,55089,1128162,8386523
2019-04-10,medium,188013,17078,206638,152277,10249,169349,7612,553,8366,1177551,86124,1328288,2019,4,10,411729,16531,331875,2591963
2019-04-10,long,5394,12101,487801,2482,6159,394130,124,222,11205,19432,34939,1711831,2019,4,10,505296,11551,402771,1766202
2019-04-17,short,632267,385910,143380,615062,352942,115866,30555,14920,6929,5135545,2340587,1078835,2019,4,17,1161557,52404,1083870,8554967
2019-04-17,medium,198499,22220,196319,160100,13630,158123,7985,715,7898,1254622,108803,1196416,2019,4,17,417038,16598,331853,2559841
2019-04-17,long,6503,12324,501699,3060,6281,406347,152,230,11725,23437,35341,1798738,2019,4,17,520526,12107,415688,1857516
2019-04-24,short,568638,347046,130662,550857,316071,105321,27470,13412,6312,4164057,2039144,990381,2019,4,24,1046346,47194,972249,7193582
2019-04-24,medium,207832,20462,211886,167049,12309,170719,8322,655,8484,1311829,103684,1279453,2019,4,24,440180,17461,350077,2694966
2019-04-24,long,7937,11965,508076,3797,6026,408824,189,228,12090,30321,34300,1922642,2019,4,24,527978,12507,418647,1987263
2019-05-01,short,523035,326763,106721,511455,301282,85554,25246,12618,5151,4068765,1917178,875987,2019,5,1,956519,43015,898291,6861930
2019-05-01,medium,222569,22205,231565,178935,13383,187091,8888,709,9248,1426927,115025,1496266,2019,5,1,476339,18845,379409,3038218
2019-05-01,long,8838,11930,507304,4296,6021,409146,214,231,12291,34501,36156,1906188,2019,5,1,528072,12736,419463,1976845
2019-05-08,short,496897,305374,127292,479477,277271,103602,23972,11786,6141,3719162,1875481,926512,2019,5,8,929563,41899,860350,6521155
2019-05-08,medium,249502,26401,247823,200115,15992,198601,9959,843,9892,1511534,137327,1518396,2019,5,8,523726,20694,414708,3167257
2019-05-08,long,10009,10951,500298,4957,5484,403993,247,216,12337,40753,32907,2021377,2019,5,8,521258,12800,414434,2095037
2019-05-15,short,502744,309041,128094,485045,280566,104168,24245,11923,6177,3751897,1797588,986377,2019,5,15,939879,42345,869779,6535862
2019-05-15,medium,269329,26748,286557,216459,16107,232097,10764,855,11452,1747659,129322,1800318,2019,5,15,582634,23071,464663,3677299
2019-05-15,long,11123,10569,485296,5601,5288,391777,279,212,12173,42902,32526,1847180,2019,5,15,506988,12664,402666,1922608
2019-05-22,short,527766,332722,117717,510094,303560,94319,25432,12827,5673,3976064,1972303,887649,2019,5,22,978205,43932,907973,6836016
2019-05-22,medium,288618,29238,329138,231345,17603,268193,11559,937,13182,1774357,142145,2116841,2019,5,22,646994,25678,517141,4033343
2019-05-22,long,11921,9393,464694,6148,4702,378834,304,191,11841,46517,29665,1777306,2019,5,22,486008,12336,389684,1853488
2019-05-29,short,591409,336686,141984,571373,303161,114766,28485,12973,6839,4470050,1980343,1036225,2019,5,29,1070079,48297,989300,7486618
2019-05-29,medium,339419,33054,337280,273347,19896,271410,13629,1062,13543,2045173,166844,2314432,2019,5,29,709753,28234,564653,4526449
2019-05-29,long,13183,10824,435300,6823,5465,348791,341,224,11256,53794,33990,1701738,2019,5,29,459307,11821,361079,1789522
2019-06-05,short,665153,399780,149735,642676,362455,120073,32034,15403,7211,4997094,2471206,1126627,2019,6,5,1214668,54648,1125204,8594927
2019-06-05,medium,368472,40177,356857,296757,24529,286255,14835,1294,14367,2336983,197441,2390870,2019,6,5,765506,30496,607541,4925294
2019-06-05,long,14117,9345,404738,7437,4676,324339,370,196,10612,56366,30425,1683018,2019,6,5,428200,11178,336452,1769809
2019-06-12,short,753585,455030,177229,730898,414360,143445,36301,17535,8537,5686411,2707239,1295356,2019,6,12,1385844,62373,1288703,9689006
2019-06-12,medium,373188,38467,400115,301611,23402,326202,15064,1242,16151,2476776,214199,2425393,2019,6,12,811770,32457,651215,5116368
2019-06-12,long,13047,8014,372566,6934,4007,301046,346,170,9891,56103,25630,1585957,2019,6,12,393627,10407,311987,1667690
2019-06-19,short,845605,521425,191250,821732,476988,154336,40747,20101,9216,6270740,3046321,1399421,2019,6,19,1558280,70064,1453056,10716482
2019-06-19,medium,421932,39345,387306,342347,23731,310907,17078,1274,15676,2568854,213501,2352003,2019,6,19,848583,34028,676985,5134358
2019-06-19,long,14043,7944,334793,7571,3988,268310,376,170,8975,58364,26215,1411072,2019,6,19,356780,9521,279869,1495651
2019-06-26,short,952591,546370,215891,922287,493479,173624,45911,21066,10405,6905077,3286647,1562262,2019,6,26,1714852,77382,1589390,11753986
2019-06-26,medium,443321,40660,389680,360925,24557,312180,17991,1320,15814,2875450,220626,2509524,2019,6,26,873661,35125,697662,5605600
2019-06-26,long,12201,6520,300527,6644,3283,244243,329,140,8093,54589,21386,1223484,2019,6,26,319248,8562,254170,1299459
2019-07-03,short,972523,654119,231902,940007,601669,187375,46878,25224,11178,7104857,3784710,1727061,2019,7,3,1858544,83280,1729051,12616628
2019-07-03,medium,440188,38729,405133,358429,23273,326481,17907,1260,16481,2728058,193839,2492422,2019,7,3,884050,35648,708183,5414319
2019-07-03,long,11047,5989,265988,5966,2996,213814,296,128,7131,46749,19629,1106221,2019,7,3,283024,7555,222776,1172599
2019-07-10,short,1118859,618874,255529,1092400,561128,207434,53946,23871,12320,8260707,3797464,2001659,2019,7,10,1993262,90137,1860962,14059830
2019-07-10,medium,434076,38403,405706,355268,23212,329255,17704,1253,16547,2697486,195195,2552996,2019,7,10,878185,35504,707735,5445677
2019-07-10,long,8354,5412,237199,4415,2709,190445,220,114,6250,34362,17176,939162,2019,7,10,250965,6584,197569,990700
2019-07-17,short,1127824,675757,294409,1089745,612446,240505,54397,26074,14200,8686360,3930444,2172287,2019,7,17,2097990,94671,1942696,14789091
2019-07-17,medium,451908,35931,369014,372796,21599,296800,18491,1176,15099,2860341,188005,2345788,2019,7,17,856853,34766,691195,5394134
2019-07-17,long,5537,4821,215715,2831,2422,174322,141,98,5509,22075,15285,878718,2019,7,17,226073,5748,179575,916078
2019-07-24,short,1177542,717518,262809,1137640,651581,210500,56809,27693,12679,8582430,4254139,1935778,2019,7,24,2157869,97181,1999721,14772347
2019-07-24,medium,412181,35325,373606,338890,21364,303424,16930,1161,15346,2720463,182436,2419910,2019,7,24,821112,33437,663678,5322809
2019-07-24,long,3608,4385,201865,1772,2206,163931,88,86,4931,14345,13222,754802,2019,7,24,209858,5105,167909,782369
2019-07-31,short,1201508,710365,265303,1161429,643009,212329,57975,27421,12801,9060364,4368608,1971010,2019,7,31,2177176,98197,2016767,15399982
2019-07-31,medium,404117,32273,336143,334807,19495,272153,16662,1065,13859,2588744,167316,2116594,2019,7,31,772533,31586,626455,4872654
2019-07-31,long,2237,4420,195586,1037,2230,158501,52,82,4526,7946,13117,702042,2019,7,31,202243,4660,161768,723105
2019-08-07,short,1175179,736889,257385,1140016,674328,206514,56716,28451,12422,9521196,4294740,1882251,2019,8,7,2169453,97589,2020858,15698187
2019-08-07,medium,386047,30239,296318,320028,18233,237654,15970,1001,12258,2451065,150224,1956795,2019,8,7,712604,29229,575915,4558084
2019-08-07,long,2241,4225,178795,1037,2117,143052,52,78,4130,7966,12229,638413,2019,8,7,185261,4260,146206,658608
2019-08-14,short,1171921,656354,304129,1137320,592451,249352,56571,25347,14681,9208243,3874900,2333870,2019,8,14,2132404,96599,1979123,15417013
2019-08-14,medium,349765,26422,266247,290326,15880,213591,14509,877,11045,2289683,140156,1766311,2019,8,14,642434,26431,519797,4196150
2019-08-14,long,2212,3755,163909,1039,1884,131852,52,70,3840,8100,10678,586780,2019,8,14,169876,3962,134775,605558
2019-08-21,short,1152190,637687,272482,1121427,576421,221468,55635,24633,13157,8656244,3903195,2135119,2019,8,21,2062359,93425,1919316,14694558
2019-08-21,medium,285850,25389,254127,237963,15616,208467,11876,844,10558,1824730,132517,1591270,2019,8,21,565366,23278,462046,3548517
2019-08-21,long,2325,3399,152312,1118,1714,123509,56,65,3637,8548,10642,588104,2019,8,21,158036,3758,126341,607294
2019-08-28,short,1093698,617035,239554,1058782,556090,191812,52839,23848,11573,7950539,3752614,1856654,2019,8,28,1950287,88260,1806684,13559807
2019-08-28,medium,263141,19684,205790,219074,11851,166143,10943,655,8558,1774376,101545,1366231,2019,8,28,488615,20156,397068,3242152
2019-08-28,long,2908,3428,142840,1430,1721,114308,71,67,3485,11314,10238,538617,2019,8,28,149176,3623,117459,560169
2019-09-04,short,996977,564484,218841,966605,509725,175539,48192,21829,10578,7954785,3437307,1664443,2019,9,4,1780302,80599,1651869,13056535
2019-09-04,medium,225535,16710,176721,188058,10064,142931,9389,556,7357,1538934,83826,1120237,2019,9,4,418966,17302,341053,2742997
2019-09-04,long,2992,2956,139981,1503,1482,113703,75,59,3489,11510,9506,530072,2019,9,4,145929,3623,116688,551088
2019-09-11,short,874858,494205,195730,847734,445888,157288,42298,19115,9463,6675609,2947540,1495262,2019,9,11,1564793,70876,1450910,11118411
2019-09-11,medium,201618,14641,142386,169157,8850,114379,8401,488,5933,1279294,73721,1002590,2019,9,11,358645,14822,292386,2355605
2019-09-11,long,3512,3156,138992,1781,1579,111642,89,64,3523,13562,10478,540365,2019,9,11,145660,3676,115002,564405
2019-09-18,short,728651,441260,181725,705902,401505,147997,35225,17065,8785,5455141,2626098,1341101,2019,9,18,1351636,61075,1255404,9422340
2019-09-18,medium,169757,12511,122800,141787,7543,98498,7068,417,5113,1159271,64714,780332,2019,9,18,305068,12598,247828,2004317
2019-09-18,long,3639,3109,143079,1862,1560,115848,93,64,3654,14792,9613,552103,2019,9,18,149827,3811,119270,576508
2019-09-25,short,645604,374227,150085,626580,339267,121379,31218,14477,7257,5126915,2189470,1113183,2019,9,25,1169916,52952,1087226,8429568
2019-09-25,medium,131143,9931,121263,109096,5984,99894,5438,329,5028,826369,51129,763058,2019,9,25,262337,10795,214974,1640556
2019-09-25,long,3741,3550,148812,1910,1800,120393,95,72,3781,15524,11492,587036,2019,9,25,156103,3948,124103,614052
2019-10-02,short,560463,314587,129975,545208,284712,105327,27103,12170,6285,4241748,1845841,1005283,2019,10,2,1005025,45558,935247,7092872
2019-10-02,medium,122961,9742,99235,101358,5849,79638,5050,320,4076,784110,48066,659491,2019,10,2,231938,9446,186845,1491667
2019-10-02,long,3526,3491,154890,1772,1752,124905,88,70,3862,14272,11460,585623,2019,10,2,161907,4020,128429,611355
2019-10-09,short,470278,275663,104242,456311,250200,83784,22742,10664,5041,3682525,1693849,765728,2019,10,9,850183,38447,790295,6142102
2019-10-09,medium,104427,9615,101463,84603,5781,81906,4226,311,4106,653234,47481,648324,2019,10,9,215505,8643,172290,1349039
2019-10-09,long,2713,3871,158722,1312,1957,127650,65,75,3830,9903,11775,638357,2019,10,9,165306,3970,130919,660035
2019-10-16,short,388322,241100,94403,376249,220093,76647,18784,9330,4566,2947510,1475447,685169,2019,10,16,723825,32680,672989,5108126
2019-10-16,medium,100403,10614,105632,80653,6438,85393,4002,338,4210,607998,51004,645030,2019,10,16,216649,8550,172484,1304032
2019-10-16,long,1686,3441,158556,777,1733,128922,39,63,3647,6459,9673,575943,2019,10,16,163683,3749,131432,592075
2019-10-23,short,338785,186959,78782,329514,168820,63854,16388,7235,3811,2632382,1177355,615144,2019,10,23,604526,27434,562188,4424881
2019-10-23,medium,106549,12674,118774,84467,7700,95445,4202,400,4684,649549,63578,744742,2019,10,23,237997,9286,187612,1457869
2019-10-23,long,993,3608,149637,428,1827,120677,21,62,3213,3188,9620,531564,2019,10,23,154238,3296,122932,544372
2019-10-30,short,279383,161169,64558,271197,146050,52180,13507,6233,3121,2158145,1019584,495224,2019,10,30,505110,22861,469427,3672953
2019-10-30,medium,127736,14572,138836,101328,8812,111286,5014,458,5450,764680,72969,829929,2019,10,30,281144,10922,221426,1667578
2019-10-30,long,403,3178,130432,157,1602,104583,8,49,2526,1223,8074,414879,2019,10,30,134013,2583,106342,424176
2019-11-06,short,244406,139982,55606,237187,126706,44846,11799,5406,2685,1807120,827606,405606,2019,11,6,439994,19890,408739,3040332
2019-11-06,medium,136040,12670,143947,109827,7602,117034,5480,408,5799,861388,63727,873865,2019,11,6,292657,11687,234463,1798980
2019-11-06,long,493,3479,149323,194,1750,120138,10,55,2935,1519,8482,442425,2019,11,6,153295,3000,122082,452426
2019-11-13,short,227388,141157,55050,219821,128564,44572,10956,5441,2652,1740269,866213,409594,2019,11,13,423595,19049,392957,3016076
2019-11-13,medium,158140,12921,131499,130729,7810,106228,6535,427,5434,1004540,65118,867056,2019,11,13,302560,12396,244767,1936714
2019-11-13,long,757,3995,171044,308,2000,136947,15,64,3448,2270,9603,543241,2019,11,13,175796,3527,139255,555114
2019-11-20,short,245815,163115,60128,236495,149088,48512,11824,6277,2892,1842303,953157,485028,2019,11,20,469058,20993,434095,3280488
2019-11-20,medium,170125,12892,121133,144305,7921,98477,7190,436,5119,1145796,66864,848630,2019,11,20,304150,12745,250703,2061290
2019-11-20,long,1036,4875,193985,432,2469,155699,22,81,4027,3369,12299,606600,2019,11,20,199896,4130,158600,622268
2019-11-27,short,319744,183316,78706,308941,165224,63824,15374,7051,3784,2355649,1061692,589065,2019,11,27,581766,26209,537989,4006406
2019-11-27,medium,174499,11696,103153,150187,7181,83135,7495,402,4430,1126865,63686,717019,2019,11,27,289348,12327,240503,1907570
2019-11-27,long,1315,4533,217380,565,2271,176706,28,78,4659,4338,12625,723563,2019,11,27,223228,4765,179542,740526
2019-12-04,short,409398,238533,99757,394551,214873,80584,19687,9177,4797,3189676,1433530,757182,2019,12,4,747688,33661,690008,5380388
2019-12-04,medium,156993,9490,82948,136222,5798,66457,6766,327,3575,1018131,50255,543198,2019,12,4,249431,10668,208477,1611584
2019-12-04,long,2012,6136,236003,894,3135,190292,45,109,5226,7043,16365,783966,2019,12,4,244151,5380,194321,807374
2019-12-11,short,516424,322062,114242,501687,294939,91908,24840,12393,5495,3796491,1981729,872697,2019,12,11,952728,42728,888534,6650917
2019-12-11,medium,93660,7351,65168,78571,4486,52246,3921,246,2728,629782,38616,444895,2019,12,11,166179,6895,135303,1113293
2019-12-11,long,2791,6187,253451,1283,3142,204742,64,113,5779,9700,17862,897982,2019,12,11,262429,5956,209167,925544
2019-12-18,short,641050,337279,128389,627130,304504,102730,31066,13076,6222,5283871,1990848,1066862,2019,12,18,1106718,50364,1034364,8341581
2019-12-18,medium,36686,4391,49122,28741,2638,39914,1434,137,1920,221652,21623,298339,2019,12,18,90199,3491,71293,541614
2019-12-18,long,3524,6444,267287,1649,3251,214830,82,120,6239,12936,18638,951257,2019,12,18,277255,6441,219730,982831
2019-12-25,short,613010,279408,110661,609121,251664,88776,30115,10981,5436,4629592,1751695,820720,2019,12,25,1003079,46532,949561,7202007
